id,PROPERTY TYPE,CITY,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,LATITUDE,LONGITUDE,community,floor
NY_1188,Single Family Residential,Ozone Park,3.0,1.5,Ozone Park,1450.0,2142.0,1930.0,561.0,,40.687997,-73.838576,Ozone Park,wood floor
NY_11017,Condo/Co-op,Forest Hills,2.0,1.0,The Fairview,950.0,,1967.0,1082.0,,40.7377963,-73.84756490000002,The Fairview,wood floor
NY_2067,Single Family Residential,Holliswood,5.0,6.5,Holliswood,5900.0,13122.0,2007.0,79.0,,40.7175749,-73.77341,Holliswood,wood floor
NY_8095,Condo/Co-op,Bronx,2.0,1.0,Bronx,800.0,,1924.0,101.0,,40.8616251,-73.902753,Bronx,No
NY_7529,Single Family Residential,Queens Village,4.0,3.5,Queens Village,2000.0,5800.0,1960.0,418.0,,40.730707,-73.7474809,Queens Village,wood floor
NY_3855,Condo/Co-op,Flushing,1.0,1.0,Union St,650.0,,2018.0,51.0,234.0,40.769508,-73.827689,Union St,wood floor
NY_5795,Multi-Family (2-4 Unit),Ozone Park,3.0,3.0,Ozone Park,1632.0,2500.0,1920.0,99.0,,40.671487,-73.847148,Ozone Park,wood floor
NY_4928,Single Family Residential,Staten Island,4.0,3.0,Richmond Town,2512.0,4641.0,2000.0,851.0,,40.5679179,-74.13897490000002,Richmond Town,No
NY_2181,Townhouse,Jamaica,2.0,1.5,Jamaica,1600.0,1600.0,1930.0,549.0,,40.685004,-73.797736,Jamaica,No
NY_5786,Single Family Residential,Ozone Park,3.0,2.0,Ozone Park,1380.0,2500.0,1925.0,558.0,,40.676265,-73.840643,Ozone Park,No
NY_4268,Single Family Residential,Bronx,3.0,2.5,Bronx,1364.0,1799.0,1925.0,435.0,,40.8870683,-73.8304309,Bronx,No
NY_1605,Condo/Co-op,Arverne,2.0,1.0,Waters Edge,790.0,,2010.0,1047.0,145.0,40.5914679,-73.79115920000002,Waters Edge,No
NY_10035,Townhouse,Staten Island,5.0,5.0,Great Kills,2480.0,3596.0,1992.0,932.0,,40.56162,-74.15638299999998,Great Kills,No
NY_3320,Single Family Residential,Whitestone,3.0,2.5,Whitestone,1248.0,4000.0,1950.0,981.0,,40.784338,-73.795528,Whitestone,wood floor
NY_4251,Single Family Residential,Bronx,3.0,2.5,Bronx,1485.0,1755.0,1950.0,841.0,,40.8973505,-73.8532381,Bronx,hardwood floor
NY_10925,Multi-Family (2-4 Unit),Bronx,5.0,3.0,Bronx,2280.0,2827.0,1993.0,575.0,,40.8127248,-73.9191157,Bronx,No
NY_5653,Multi-Family (2-4 Unit),Woodside,4.0,2.0,Woodside,2280.0,2000.0,1945.0,484.0,,40.7378264,-73.90147320000001,Woodside,wood floor
NY_8591,Single Family Residential,Laurelton,3.0,1.5,Laurelton,1684.0,4433.0,1940.0,353.0,,40.683795,-73.74319799999998,Laurelton,wood floor
NY_10464,Single Family Residential,Staten Island,3.0,2.0,New Springville,1190.0,1230.0,1989.0,820.0,227.0,40.5884555,-74.16315920000002,New Springville,No
NY_7777,Townhouse,Staten Island,3.0,3.0,Rossville,6285.0,6450.0,1997.0,953.0,,40.5501244,-74.20947199999998,Rossville,No
NY_1829,Townhouse,Staten Island,4.0,3.0,Tottenville,3000.0,40100.0,2002.0,730.0,,40.5072914,-74.23060179999997,Tottenville,No
NY_6867,Condo/Co-op,Brooklyn,1.0,1.0,Windsor Terrace,725.0,31080.0,1940.0,1065.0,586.0,40.6488217,-73.97981850000002,Windsor Terrace,No
NY_8756,Condo/Co-op,Bronx,3.0,1.5,Bronx,1426.0,,2005.0,614.0,,40.823472,-73.807541,Bronx,No
NY_10622,Condo/Co-op,Little Neck,3.0,1.0,Deepdale Gardens,1050.0,,1950.0,955.0,,40.75847720000001,-73.72813959999998,Deepdale Gardens,wood floor
NY_2609,Single Family Residential,Corona,3.0,1.0,Corona,1380.0,2500.0,1930.0,799.0,,40.753393,-73.86901999999998,Corona,No
NY_2633,Condo/Co-op,Corona,1.0,1.0,Dorie Miller,725.0,,1953.0,312.0,,40.7579027,-73.85623740000003,Dorie Miller,wood floor
NY_2471,Single Family Residential,Queens Village,3.0,2.0,Queens Village,1456.0,4400.0,1930.0,19.0,,40.710357,-73.748176,Queens Village,wood floor
NY_3321,Condo/Co-op,Whitestone,3.0,1.0,Coop,1250.0,,1953.0,892.0,,40.7922326,-73.79724449999998,Coop,wood floor
NY_10880,Condo/Co-op,Bronx,2.0,1.0,Bronx,1100.0,,1954.0,677.0,,40.9048823,-73.9051113,Bronx,No
NY_559,Townhouse,Staten Island,5.0,4.0,S.E. Annadale,3700.0,14298.0,2018.0,444.0,,40.5331003,-74.18444649999998,S.E. Annadale,No
NY_779,Townhouse,Staten Island,4.0,4.0,Rosebank,3000.0,5000.0,1924.0,537.0,,40.6096205,-74.0712965,Rosebank,No
NY_11131,Single Family Residential,Flushing,3.0,1.5,Murray Hill,1230.0,1710.0,1950.0,99.0,,40.768598,-73.80160500000002,,
NY_6538,Condo/Co-op,Astoria,2.0,1.0,Astoria Lights,900.0,,1940.0,800.0,,40.768351,-73.912071,Astoria Lights,wood floor
NY_1376,Condo/Co-op,Bronx,3.0,2.5,Bronx,1800.0,,1967.0,1034.0,,40.876794,-73.91770340000002,Bronx,No
NY_7545,Single Family Residential,Queens Village,4.0,2.0,Queens Village,1800.0,2825.0,1940.0,1029.0,,40.72072100000001,-73.755121,Queens Village,wood floor
NY_6081,Multi-Family (2-4 Unit),Maspeth,4.0,2.0,Maspeth,1500.0,3275.0,1930.0,240.0,,40.730479,-73.898643,Maspeth,wood floor
NY_10170,Townhouse,Staten Island,6.0,4.0,Bay Terrace,2450.0,4350.0,2016.0,1004.0,,40.5423095,-74.14355490000001,Bay Terrace,No
NY_844,Townhouse,Staten Island,5.0,2.0,South Beach,1820.0,4280.0,1973.0,87.0,,40.592887,-74.07230609999998,South Beach,No
NY_4112,Multi-Family (2-4 Unit),Bronx,3.0,2.0,Bronx,1328.0,2186.0,1935.0,918.0,,40.88234,-73.85423109999998,,No
NY_1635,Multi-Family (2-4 Unit),New York,8.0,4.0,New York,5144.0,2018.0,1901.0,473.0,,40.8052463,-73.9489553,New York,wood floor
NY_567,Townhouse,Staten Island,4.0,4.0,Annandale,2285.0,1920.0,2001.0,724.0,70.0,40.5569854,-74.182638,Annandale,No
NY_7245,Condo/Co-op,Brooklyn,2.0,1.0,Bay Ridge,860.0,,1980.0,382.0,,40.6194894,-74.0259718,Bay Ridge,wood floor
NY_8022,Townhouse,Staten Island,6.0,5.0,Graniteville,2400.0,3800.0,1970.0,943.0,,40.6240764,-74.1647551,Graniteville,No
NY_7639,Townhouse,Staten Island,4.0,4.0,Princes Bay,2474.0,2425.0,2015.0,926.0,68.0,40.5359273,-74.21256159999999,Princes Bay,No
NY_4414,Condo/Co-op,Jackson Heights,2.0,1.0,Barclay Gardens,1100.0,,1930.0,779.0,,40.7677049,-73.8897115,Barclay Gardens,wood floor
NY_1036,Condo/Co-op,Staten Island,1.0,1.0,St. George,900.0,1.0,1959.0,564.0,645.0,40.64788220000001,-74.08518570000003,St. George,No
NY_7579,Townhouse,Queens Village,3.0,2.5,Queens Village,1278.0,2100.0,1935.0,282.0,,40.7257637,-73.74892209999999,Queens Village,wood floor
NY_7580,Single Family Residential,Hollis Hills,3.0,2.5,Hollis Hills,1900.0,4000.0,1940.0,253.0,,40.729979,-73.758523,Hollis Hills,wood floor
NY_6821,Condo/Co-op,Bronx,1.0,1.0,Bronx,774.0,,1965.0,906.0,,40.8301213,-73.92022940000003,Bronx,No
NY_8734,Multi-Family (2-4 Unit),Bronx,4.0,2.5,Bronx,1998.0,2827.0,1960.0,512.0,,40.81572,-73.8218459,Bronx,No
NY_3375,Condo/Co-op,Whitestone,3.0,2.5,Beechhurst Shore,1800.0,,1982.0,506.0,576.0,40.7958716,-73.80568790000002,Beechhurst Shore,No
NY_8109,Multi-Family (2-4 Unit),Bronx,6.0,2.0,Bronx,2352.0,2940.0,1901.0,829.0,,40.8605838,-73.91299559999999,Bronx,No
NY_5412,Townhouse,Staten Island,4.0,2.0,West Brighton,1880.0,2800.0,1899.0,1037.0,,40.6305225,-74.1293408,West Brighton,No
NY_3936,Condo/Co-op,Rego Park,2.0,1.5,Queens Tower,870.0,,1987.0,960.0,507.0,40.732614,-73.866897,Queens Tower,No
NY_7001,Single Family Residential,Bronx,3.0,2.5,Bronx,2185.0,2927.0,1935.0,478.0,,40.825157,-73.847714,Bronx,hardwood floor
NY_4015,Condo/Co-op,Rego Park,1.0,1.0,Rego Park Plaza,619.0,,2018.0,445.0,218.0,40.731056,-73.859225,,No
NY_374,Townhouse,Staten Island,5.0,4.0,Huguenot,2988.0,4676.0,2004.0,566.0,,40.5360524,-74.19493100000003,Huguenot,No
NY_8526,Multi-Family (2-4 Unit),Woodhaven,2.0,3.0,Woodhaven,1100.0,1600.0,1920.0,236.0,,40.684638,-73.864685,Woodhaven,wood floor
NY_10352,Townhouse,Staten Island,4.0,3.0,Westerleigh,1964.0,6100.0,1955.0,169.0,,40.616159,-74.1279186,Westerleigh,No
NY_6238,Townhouse,Bronx,4.0,2.0,Bronx,1156.0,1759.0,1901.0,1055.0,,40.84827979999999,-73.89200140000001,Bronx,hardwood floor
NY_10372,Single Family Residential,Staten Island,3.0,2.0,Bulls Head,1600.0,2590.0,1997.0,172.0,,40.612709,-74.159702,Bulls Head,No
NY_2504,Condo/Co-op,Elmhurst,0.0,1.0,The Athens,500.0,,1950.0,331.0,,40.73625620000001,-73.86584609999998,The Athens,wood floor
NY_787,Single Family Residential,Staten Island,3.0,2.0,Rosebank,1200.0,2444.0,1965.0,687.0,,40.6169173,-74.0715838,Rosebank,No
NY_7234,Condo/Co-op,Brooklyn,2.0,2.0,Bay Ridge,940.0,940.0,2003.0,193.0,365.0,40.6385253,-74.0353603,Bay Ridge,No
NY_924,Multi-Family (2-4 Unit),Bronx,4.0,2.0,Bronx,1312.0,1315.0,1899.0,667.0,,40.834817,-73.909835,Bronx,hardwood floor
NY_7519,Townhouse,Queens Village,3.0,1.0,Queens Village,1818.0,1656.0,1945.0,596.0,,40.728444,-73.743611,Queens Village,wood floor
NY_4096,Multi-Family (2-4 Unit),Bronx,4.0,2.5,Bronx,2040.0,2500.0,1960.0,603.0,,40.868921,-73.844877,,No
NY_10113,Townhouse,Staten Island,4.0,3.0,Great Kills,1764.0,6976.0,1960.0,680.0,,40.5580023,-74.14920479999998,Great Kills,No
NY_1927,Townhouse,Staten Island,4.0,4.0,Tottenville,3603.0,8250.0,2006.0,502.0,,40.5134369,-74.2402401,Tottenville,No
NY_289,Single Family Residential,Brooklyn,3.0,2.0,Midwood,1728.0,2825.0,1930.0,484.0,,40.6128411,-73.9724311,Midwood,No
NY_9404,Condo/Co-op,Kew Gardens,1.0,1.0,Georgian House,900.0,,1940.0,786.0,,40.7041499,-73.83371,Georgian House,wood floor
NY_278,Multi-Family (2-4 Unit),Bronx,9.0,6.0,Bronx,3600.0,2909.0,1930.0,621.0,,40.81785,-73.887039,Bronx,No
NY_6530,Condo/Co-op,Astoria,1.0,1.0,3601 28Ave Condo,489.0,2000.0,2016.0,957.0,,40.766724,-73.915797,3601 28Ave Condo,wood floor
NY_6809,Condo/Co-op,Bronx,2.0,1.0,Bronx,1100.0,,1935.0,878.0,,40.82611970000001,-73.922434,Bronx,No
NY_6743,Single Family Residential,Bronx,2.0,1.0,Bronx,589.0,1663.0,1925.0,982.0,,40.851324,-73.788037,Bronx,No
NY_5001,Single Family Residential,Staten Island,2.0,1.0,Midland Beach,546.0,20100.0,1920.0,913.0,,40.5716691,-74.093266,Midland Beach,No
NY_4001,Condo/Co-op,Rego Park,3.0,2.0,Park City Estates,1250.0,,1960.0,409.0,,40.7336877,-73.8587301,,wood floor
NY_4825,Condo/Co-op,Floral Park,0.0,1.0,North Shore Towers,350.0,,1975.0,1029.0,,40.757181,-73.714414,North Shore Towers,No
NY_2413,Condo/Co-op,Kew Garden Hills,2.0,1.0,Queens Gardens Owners,750.0,,1945.0,653.0,,40.7291141,-73.8192128,Queens Gardens Owners,wood floor
NY_9394,Condo/Co-op,Kew Gardens,2.0,1.0,Curzon House Owners Corp,1050.0,,1939.0,250.0,,40.7048575,-73.8342042,Curzon House Owners Corp,wood floor
NY_5290,Single Family Residential,Staten Island,4.0,3.0,Sunset Hill,2134.0,4356.0,1963.0,108.0,,40.6230148,-74.1067676,Sunset Hill,No
NY_2897,Multi-Family (2-4 Unit),Brooklyn,6.0,3.5,Brooklyn,4416.0,3201.0,1905.0,864.0,,40.653125,-73.96355770000002,Brooklyn,No
NY_870,Multi-Family (2-4 Unit),Bronx,5.0,2.0,Bronx,2032.0,1999.0,1901.0,155.0,,40.8355781,-73.91040059999997,Bronx,No
NY_7810,Multi-Family (2-4 Unit),Long Island City,5.0,2.0,Long Island City,2440.0,1950.0,1925.0,15.0,,40.737898,-73.929575,Long Island City,wood floor
NY_10522,Single Family Residential,Douglaston,4.0,3.5,Douglas Manor,2848.0,9200.0,1968.0,86.0,,40.782049,-73.750505,Douglas Manor,wood floor
NY_7193,Multi-Family (2-4 Unit),Bronx,7.0,2.0,Bronx,2606.0,1938.0,1915.0,344.0,,40.8656213,-73.8916371,Bronx,No
NY_8430,Townhouse,College Point,4.0,2.0,College Point,2172.0,2900.0,2006.0,899.0,,40.78357929999999,-73.8482589,College Point,wood floor
NY_7387,Single Family Residential,Bronx,3.0,3.0,Bronx,1629.0,3153.0,1965.0,801.0,,40.8766651,-73.8763057,Bronx,hardwood floor
NY_9165,Townhouse,Staten Island,4.0,4.0,Port Richmond,2065.0,3696.0,2015.0,1053.0,35.0,40.6382614,-74.1398819,Port Richmond,No
NY_7165,Condo/Co-op,Bronx,1.0,1.0,Bronx,759.0,,1950.0,237.0,,40.8705102,-73.8828686,Bronx,No
NY_681,Single Family Residential,Staten Island,3.0,2.0,Rosebank,1200.0,2000.0,1976.0,548.0,,40.6175213,-74.0710671,Rosebank,No
NY_3014,Single Family Residential,Far Rockaway,4.0,2.0,Edgemere,1254.0,2602.0,1899.0,879.0,,40.596126700000006,-73.7756521,Edgemere,wood floor
NY_9354,Condo/Co-op,Kew Gardens,1.0,1.0,Silver Towers,933.0,,1960.0,557.0,,40.7124099,-73.82643990000003,Silver Towers,wood floor
NY_4065,Multi-Family (2-4 Unit),Bronx,6.0,4.0,Bronx,2288.0,5000.0,1998.0,436.0,,40.860193,-73.838363,,No
NY_6082,Multi-Family (2-4 Unit),Maspeth,6.0,3.0,Maspeth,2376.0,2500.0,1930.0,526.0,,40.731355,-73.89688699999998,Maspeth,wood floor
NY_11011,Condo/Co-op,Forest Hills,2.0,2.0,Novo64 Condominium,1452.0,,2008.0,612.0,860.0,40.7322407,-73.8512301,Novo64 Condominium,wood floor
NY_8895,Single Family Residential,Bronx,3.0,1.5,Bronx,1820.0,,1927.0,368.0,,40.845749100000006,-73.8515319,Bronx,hardwood floor
NY_4295,Single Family Residential,Bronx,3.0,2.5,Bronx,1372.0,1799.0,1925.0,591.0,,40.887329,-73.830541,Bronx,No
NY_133,Single Family Residential,Bayside,4.0,4.0,Bayside,4000.0,4000.0,1945.0,630.0,,40.7770439,-73.779636,Bayside,wood floor
NY_3353,Condo/Co-op,Beechhurst,1.0,1.0,Cryder House,1100.0,,1963.0,432.0,,40.7944231,-73.796598,Cryder House,No
NY_66,Condo/Co-op,Bayside,2.0,2.0,Baybridge Condo,1200.0,,1986.0,453.0,525.0,40.7876583,-73.78892900000002,Baybridge Condo,wood floor
NY_483,Single Family Residential,Staten Island,3.0,3.0,Annandale,1288.0,3016.0,1988.0,362.0,,40.556547,-74.179796,Annandale,No
NY_1976,Single Family Residential,Staten Island,3.0,2.0,Tottenville,1024.0,4470.0,1940.0,452.0,,40.5109889,-74.2338782,Tottenville,No
NY_7523,Single Family Residential,Hollis Hills,4.0,3.0,Hollis Hills,1708.0,4588.0,1955.0,137.0,,40.73276370000001,-73.7484359,Hollis Hills,wood floor
NY_4270,Multi-Family (2-4 Unit),Bronx,6.0,2.0,Bronx,3453.0,2578.0,1901.0,745.0,,40.886552,-73.862525,Bronx,No
NY_6116,Condo/Co-op,Maspeth,2.0,1.0,Rdigewood Gardens,800.0,,1960.0,380.0,,40.732014,-73.90031970000003,Rdigewood Gardens,wood floor
NY_9145,Single Family Residential,Staten Island,3.0,3.0,Port Richmond,1710.0,2525.0,1920.0,527.0,,40.6360151,-74.1314627,Port Richmond,No
NY_2505,Condo/Co-op,Elmhurst,2.0,1.0,The Continental Park,836.0,,1956.0,1088.0,,40.7385497,-73.8759989,The Continental Park,wood floor
NY_3846,Condo/Co-op,Flushing,2.0,2.0,,1043.0,,2007.0,542.0,,40.7691277,-73.82688449999998,,No
NY_10968,Condo/Co-op,Forest Hills,1.0,1.0,Park Briar,850.0,,1955.0,835.0,,40.7195799,-73.83976,Park Briar,wood floor
NY_1275,Condo/Co-op,Bronx,1.0,1.0,Riverdale,500.0,,1960.0,584.0,,40.8868274,-73.9062668,Riverdale,No
NY_1151,Condo/Co-op,Staten Island,3.0,2.0,St. George,1434.0,1434.0,1965.0,996.0,980.0,40.64139779999999,-74.0803418,St. George,No
NY_2209,Multi-Family (2-4 Unit),Brooklyn,4.0,2.5,Brooklyn,2250.0,2500.0,1910.0,649.0,,40.680032,-73.9174309,Brooklyn,No
NY_7364,Single Family Residential,Bronx,6.0,1.5,Bronx,2178.0,6355.0,1929.0,877.0,,40.8728692,-73.8690818,Bronx,No
NY_2630,Condo/Co-op,Corona,1.0,1.0,Calloway Chateau,750.0,,1968.0,456.0,,40.7376186,-73.85628740000001,Calloway Chateau,No
NY_8010,Townhouse,Staten Island,6.0,3.0,Mariners Harbor,2160.0,8000.0,1920.0,549.0,,40.6349288,-74.15466359999998,Mariners Harbor,No
NY_7705,Townhouse,Staten Island,2.0,2.0,Princes Bay,2944.0,7500.0,1930.0,1051.0,,40.529368700000006,-74.2021345,Princes Bay,No
NY_6640,Multi-Family (2-4 Unit),Bronx,7.0,3.5,Bronx,3400.0,2548.0,1925.0,508.0,,40.8415305,-73.8715051,Bronx,No
NY_1463,Condo/Co-op,Bronx,2.0,1.0,Bronx,950.0,,1965.0,572.0,,40.87871,-73.9022751,Bronx,No
NY_6619,Multi-Family (2-4 Unit),Bronx,0.0,,Bronx,1800.0,5998.0,1901.0,339.0,,40.840305,-73.8688636,Bronx,No
NY_8568,Single Family Residential,Woodhaven,4.0,2.5,Woodhaven,1476.0,2119.0,1920.0,82.0,,40.691665,-73.854465,Woodhaven,No
NY_8281,Single Family Residential,Bayside,5.0,3.0,Bayside,1335.0,4900.0,1945.0,571.0,,40.7622201,-73.7615527,Bayside,wood floor
NY_10970,Condo/Co-op,Forest Hills,0.0,1.0,The Majestic,381.0,,1955.0,848.0,,40.7223099,-73.84153,The Majestic,wood floor
NY_7858,Single Family Residential,Staten Island,3.0,4.0,Mariners Harbor,1443.0,2500.0,2017.0,582.0,103.0,40.630722,-74.154514,Mariners Harbor,No
NY_4663,Single Family Residential,Bronx,3.0,1.0,Bronx,1245.0,11595.0,1950.0,249.0,,40.88932310000001,-73.818725,Bronx,hardwood floor
NY_10981,Single Family Residential,Forest Hills,3.0,2.0,Forest Hills,1288.0,2342.0,1920.0,768.0,,40.714947,-73.8551729,Forest Hills,wood floor
NY_6792,Single Family Residential,Bronx,4.0,2.0,Bronx,1728.0,1899.0,1901.0,695.0,,40.8269518,-73.9170456,Bronx,No
NY_3803,Condo/Co-op,Flushing,2.0,1.5,The Towers Condominium,906.0,,1984.0,144.0,394.0,40.7623942,-73.8285613,The Towers Condominium,No
NY_1212,Multi-Family (2-4 Unit),Ozone Park,5.0,2.0,Ozone Park,2400.0,2521.0,1910.0,640.0,,40.682766,-73.84405699999998,Ozone Park,No
NY_5796,Single Family Residential,Ozone Park,2.0,2.0,"Jamaica, Queens",896.0,1800.0,1925.0,549.0,,40.677435,-73.852287,"Jamaica, Queens",wood floor
NY_4551,Condo/Co-op,Brooklyn,2.0,1.5,Meadowlands At Gateway,1000.0,,1955.0,836.0,539.0,40.653987,-73.885614,Meadowlands At Gateway,wood floor
NY_1478,Condo/Co-op,Bronx,0.0,1.0,Riverdale,530.0,,1957.0,858.0,,40.8850075,-73.9070017,Riverdale,No
NY_9975,Single Family Residential,Queens Village,4.0,1.0,Queens Village,1288.0,2500.0,1920.0,985.0,,40.720843,-73.74284399999998,Queens Village,wood floor
NY_4787,Condo/Co-op,Floral Park,1.0,2.0,North Shore Towers,800.0,,1975.0,719.0,,40.7574839,-73.7138635,North Shore Towers,wood floor
NY_7789,Townhouse,Staten Island,4.0,4.0,Richmond Valley,2200.0,2800.0,2000.0,199.0,,40.5078521,-74.2274474,Richmond Valley,No
NY_298,Condo/Co-op,Brooklyn,2.0,1.0,Midwood,880.0,,2004.0,311.0,285.0,40.6115528,-73.960022,Midwood,No
NY_2583,Condo/Co-op,Elmhurst,1.0,1.0,N,708.0,,1960.0,934.0,,40.742794,-73.8844,N,wood floor
NY_10333,Single Family Residential,Staten Island,5.0,3.0,Royal Oak,2736.0,6000.0,1920.0,841.0,,40.61835900000001,-74.12209200000002,Royal Oak,No
NY_1153,Single Family Residential,Staten Island,5.0,2.0,New Brighton,1456.0,2616.0,1925.0,731.0,,40.64411,-74.087526,New Brighton,No
NY_2365,Condo/Co-op,Kew Garden Hills,1.0,1.0,Georgetown Mews,650.0,,1950.0,86.0,,40.7308504,-73.81718000000002,Georgetown Mews,No
NY_8684,Single Family Residential,Cambria Heights,4.0,3.5,Cambria Heights,1855.0,4000.0,1948.0,127.0,,40.68872,-73.730018,Cambria Heights,wood floor
NY_5835,Condo/Co-op,Bronx,1.0,1.0,Bronx,827.0,,1940.0,513.0,584.0,40.8350859,-73.86005440000002,Bronx,No
NY_2698,Condo/Co-op,Jackson Heights,0.0,1.0,Historic Dist.,500.0,,1945.0,900.0,,40.752585,-73.89195500000002,Historic Dist.,wood floor
NY_9906,Single Family Residential,Bronx,4.0,2.5,Bronx,2880.0,2500.0,1930.0,46.0,,40.8524105,-73.8549905,Bronx,hardwood floor
NY_10824,Condo/Co-op,Bronx,0.0,1.0,Bronx,400.0,,1958.0,1076.0,,40.89891400000001,-73.8975285,Bronx,No
NY_585,Single Family Residential,Staten Island,4.0,3.0,Arden Heights,1553.0,560.0,2000.0,457.0,187.0,40.562221,-74.18408149999998,Arden Heights,No
NY_4369,Single Family Residential,Bronx,6.0,2.0,Bronx,1280.0,2199.0,1940.0,4.0,,40.889127,-73.850832,Bronx,No
NY_3798,Condo/Co-op,Flushing,1.0,1.0,Northgate Tower Coop,900.0,,1937.0,129.0,,40.7643499,-73.82593,Northgate Tower Coop,wood floor
NY_3025,Multi-Family (2-4 Unit),Far Rockaway,6.0,3.0,Far Rockaway,1800.0,2471.0,2003.0,414.0,,40.59884260000001,-73.7621851,Far Rockaway,wood floor
NY_1138,Single Family Residential,Staten Island,3.0,1.0,Randall Manor,1640.0,4000.0,1930.0,275.0,,40.6357369,-74.10149100000002,Randall Manor,No
NY_7667,Single Family Residential,Staten Island,2.0,2.0,Woodrow,1672.0,1223.0,1992.0,449.0,120.0,40.53674270000001,-74.2186155,Woodrow,No
NY_6686,Condo/Co-op,Bronx,2.0,2.0,Bronx,1407.0,,2016.0,424.0,467.0,40.847401,-73.7834402,Bronx,No
NY_10246,Single Family Residential,Staten Island,3.0,2.0,Great Kills,1104.0,4000.0,1960.0,159.0,,40.5589049,-74.15204890000003,Great Kills,No
NY_6334,Condo/Co-op,Briarwood,1.0,1.0,Eden Rock,750.0,,1950.0,576.0,,40.7134699,-73.81675,Eden Rock,wood floor
NY_8144,Condo/Co-op,Flushing,2.0,2.0,Flushing Pacific Llc,1113.0,,2009.0,981.0,,40.754535,-73.820739,Flushing Pacific Llc,wood floor
NY_2054,Single Family Residential,Hollis,3.0,2.5,Hollis,1296.0,4000.0,1925.0,2.0,,40.710579,-73.758285,Hollis,wood floor
NY_2245,Single Family Residential,Glen Oaks,6.0,3.0,Glen Oaks,1944.0,4000.0,1950.0,852.0,,40.7428413,-73.71650190000003,Glen Oaks,wood floor
NY_4768,Condo/Co-op,Floral Park,1.0,1.5,North Shore Towers,1300.0,,1975.0,1027.0,,40.7574839,-73.7138635,North Shore Towers,wood floor
NY_9874,Multi-Family (2-4 Unit),Bronx,7.0,2.0,Bronx,2092.0,5000.0,1920.0,514.0,,40.8534032,-73.83292359999999,Bronx,No
NY_2160,Multi-Family (2-4 Unit),Brooklyn,5.0,2.0,Brooklyn,2010.0,2000.0,1950.0,492.0,,40.66624520000001,-73.8745141,Brooklyn,No
NY_9214,Townhouse,Staten Island,5.0,2.0,Port Richmond,2250.0,3885.0,1905.0,423.0,,40.6335134,-74.1409934,Port Richmond,No
NY_727,Townhouse,Staten Island,3.0,3.0,Grasmere,1584.0,5140.0,1999.0,683.0,,40.6008589,-74.08468859999998,Grasmere,No
NY_7947,Single Family Residential,Staten Island,2.0,2.0,Graniteville,1198.0,800.0,1985.0,534.0,268.0,40.6218084,-74.16266159999998,Graniteville,No
NY_4963,Single Family Residential,Staten Island,3.0,2.0,Richmond Town,1364.0,3264.0,1985.0,766.0,,40.5662567,-74.13990390000002,Richmond Town,No
NY_4748,Condo/Co-op,Floral Park,1.0,1.5,North Shore Towers,985.0,,1975.0,198.0,,40.7574839,-73.7138635,North Shore Towers,wood floor
NY_1299,Townhouse,Bronx,3.0,1.0,Bronx,1332.0,2304.0,1940.0,764.0,,40.884875,-73.89735999999998,Bronx,hardwood floor
NY_11086,Single Family Residential,Flushing,4.0,1.5,Flushing,1542.0,4000.0,1925.0,977.0,,40.757993,-73.7998719,Flushing,wood floor
NY_6652,Condo/Co-op,Bronx,1.0,1.0,Bronx,800.0,,1965.0,689.0,,40.8373634,-73.8651998,Bronx,No
NY_7643,Single Family Residential,Staten Island,3.0,3.0,Woodrow,1480.0,1920.0,1983.0,577.0,12.0,40.538915,-74.20266099999998,Woodrow,No
NY_10884,Condo/Co-op,Bronx,1.0,1.0,Bronx,750.0,,1963.0,752.0,,40.9069228,-73.9062512,Bronx,No
NY_8532,Single Family Residential,Woodhaven,4.0,1.5,Queens,1478.0,2000.0,1920.0,276.0,,40.693318,-73.863158,Queens,wood floor
NY_3406,Single Family Residential,Whitestone,3.0,2.0,Whitestone,1118.0,4400.0,1960.0,640.0,,40.78322100000001,-73.817756,Whitestone,wood floor
NY_6391,Condo/Co-op,Briarwood,2.0,1.0,Briarfield,850.0,,1953.0,775.0,,40.71115800000001,-73.81689899999998,Briarfield,wood floor
NY_608,Single Family Residential,Broad Channel,1.0,1.0,Broad Channel,900.0,2500.0,1925.0,883.0,,40.6017813,-73.82330859999998,Broad Channel,No
NY_6259,Condo/Co-op,New York,4.0,3.5,New York,2114.0,,1982.0,395.0,2262.0,40.7529077,-73.9703635,New York,No
NY_5727,Multi-Family (2-4 Unit),Glendale,5.0,2.0,Glendale,2080.0,2000.0,1910.0,150.0,,40.700891,-73.879892,Glendale,No
NY_8406,Single Family Residential,College Point,4.0,1.0,College Point,1500.0,5062.0,1956.0,753.0,,40.777897,-73.84189,College Point,wood floor
NY_6600,Condo/Co-op,Bronx,2.0,1.0,Bronx,900.0,,1965.0,526.0,,40.8371519,-73.86563000000002,Bronx,No
NY_7363,Condo/Co-op,Bronx,1.0,1.0,Bronx,750.0,,1929.0,557.0,,40.8589791,-73.8689782,Bronx,No
NY_4261,Multi-Family (2-4 Unit),Bronx,6.0,3.0,Bronx,1700.0,2426.0,1925.0,1019.0,,40.897167,-73.841812,Bronx,hardwood floor
