id,PROPERTY TYPE,CITY,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,LATITUDE,LONGITUDE,community,floor
NY_64,Multi-Family (2-4 Unit),Bayside,7.0,4.5,Bayside,3486.0,3900.0,1970.0,47.0,,40.783125,-73.7761063,Bayside,wood floor
NY_11140,Multi-Family (2-4 Unit),Flushing,5.0,3.0,Flushing,2340.0,3100.0,1955.0,406.0,,40.754725,-73.801615,,
NY_8927,Single Family Residential,Brooklyn,3.0,3.0,Sunset Park,1100.0,1669.0,1930.0,950.0,,40.6554889,-74.0015395,Sunset Park,No
NY_972,Single Family Residential,Staten Island,2.0,1.0,Silver Lake,936.0,4800.0,1920.0,359.0,,40.632518,-74.0962142,Silver Lake,No
NY_5880,Condo/Co-op,Bronx,3.0,1.0,Bronx,1000.0,,1960.0,817.0,1011.0,40.8383814,-73.8609355,Bronx,No
NY_2433,Single Family Residential,Queens Village,3.0,1.5,Queens Village,1672.0,3000.0,1930.0,830.0,,40.705889,-73.74135799999998,Queens Village,wood floor
NY_1537,Condo/Co-op,Bronx,1.0,1.0,Riverdale,975.0,,1953.0,221.0,,40.8828679,-73.91129620000002,Riverdale,No
NY_10421,Single Family Residential,Staten Island,2.0,2.0,Manor Heights,1800.0,2178.0,1989.0,453.0,67.0,40.6076652,-74.13132409999999,Manor Heights,No
NY_4142,Multi-Family (2-4 Unit),Bronx,6.0,,Bronx,2683.0,1807.0,1955.0,732.0,,40.871432,-73.85343,,No
NY_10995,Condo/Co-op,Forest Hills,2.0,1.0,Claremont,1100.0,,1937.0,1027.0,,40.726038,-73.845711,Claremont,wood floor
NY_10488,Single Family Residential,Staten Island,3.0,3.0,Travis,1440.0,2328.0,2003.0,248.0,33.0,40.595061,-74.188865,Travis,No
NY_7131,Condo/Co-op,Bronx,1.0,1.0,Bronx,700.0,,1940.0,859.0,,40.8704816,-73.88231040000002,Bronx,No
NY_5805,Condo/Co-op,call Listing Agent,1.0,1.0,New York,800.0,,1939.0,899.0,,40.8524262,-73.9400575,New York,No
NY_1536,Condo/Co-op,Bronx,1.0,1.0,Riverdale,1035.0,,1963.0,226.0,,40.8890444,-73.9137075,Riverdale,No
NY_4121,Single Family Residential,Bronx,3.0,1.5,Bronx,1018.0,1838.0,1945.0,1093.0,,40.875494,-73.85304599999998,,No
NY_9776,Multi-Family (2-4 Unit),Bronx,4.0,2.0,Bronx,1787.0,2448.0,1920.0,1030.0,,40.8378434,-73.8333946,Bronx,No
NY_3283,Condo/Co-op,Rockaway Park,2.0,2.0,Oceanview Condominiums,1101.0,6000.0,1985.0,765.0,231.0,40.5774706,-73.8401675,Oceanview Condominiums,wood floor
NY_9689,Single Family Residential,Bronx,5.0,2.0,Bronx,1656.0,3798.0,1955.0,183.0,,40.8167243,-73.8025493,Bronx,No
NY_6147,Townhouse,Maspeth,3.0,1.5,Maspeth,1836.0,1800.0,1945.0,165.0,,40.7330418,-73.8888084,Maspeth,No
NY_9349,Condo/Co-op,Forest Hills,2.0,1.0,Virginia,1150.0,,1939.0,589.0,,40.7128452,-73.8283617,Virginia,No
NY_157,Single Family Residential,Fresh Meadows,3.0,1.5,Fresh Meadows,1512.0,3570.0,1940.0,1087.0,,40.72279,-73.801417,Fresh Meadows,wood floor
NY_2125,Condo/Co-op,Bayside,1.0,1.0,Hollis Court,750.0,,1950.0,32.0,,40.740937,-73.760388,Hollis Court,wood floor
NY_6084,Multi-Family (2-4 Unit),Maspeth,5.0,2.0,Maspeth,1136.0,3332.0,1915.0,561.0,,40.73063,-73.8949729,Maspeth,No
NY_4080,Multi-Family (2-4 Unit),Bronx,4.0,2.5,Bronx,2018.0,,1945.0,310.0,,40.8761852,-73.8527839,,No
NY_5612,Condo/Co-op,Woodside,1.0,1.0,Coronet Owners,780.0,,1963.0,618.0,,40.7418242,-73.9019492,Coronet Owners,wood floor
NY_8839,Townhouse,Bronx,3.0,1.0,Bronx,1080.0,,1950.0,178.0,,40.81605,-73.819988,Bronx,No
NY_3695,Multi-Family (2-4 Unit),Bronx,0.0,,Bronx,3060.0,1999.0,1929.0,316.0,,40.82881,-73.871756,Bronx,No
NY_1710,Single Family Residential,E. Elmhurst,3.0,2.5,E. Elmhurst,1280.0,2500.0,1925.0,1011.0,,40.765683,-73.866715,E. Elmhurst,No
NY_262,Multi-Family (2-4 Unit),Bronx,5.0,3.0,Bronx,2410.0,1964.0,2000.0,908.0,,40.818001,-73.8857589,Bronx,No
NY_7806,Condo/Co-op,Long Island City,1.0,1.0,Hunters View,826.0,,2007.0,401.0,735.0,40.7430615,-73.9507233,Hunters View,No
NY_4681,Multi-Family (2-4 Unit),Bronx,5.0,4.0,Bronx,2223.0,2164.0,2005.0,718.0,,40.8796139,-73.833974,Bronx,No
NY_5567,Condo/Co-op,Woodside,2.0,1.0,Sunnyhill,900.0,,1950.0,95.0,,40.7475585,-73.9127967,Sunnyhill,wood floor
NY_6707,Single Family Residential,Bronx,2.0,2.0,Bronx,1330.0,3332.0,1935.0,34.0,,40.84569000000001,-73.78567,Bronx,No
NY_4307,Multi-Family (2-4 Unit),Bronx,6.0,2.0,Bronx,2500.0,2818.0,1955.0,505.0,,40.8907855,-73.8468915,Bronx,No
NY_5979,Condo/Co-op,Rosedale,3.0,1.5,Rosedale Townhouse Condo,1296.0,,1967.0,634.0,375.0,40.65101,-73.73147,Rosedale Townhouse Condo,wood floor
NY_8215,Condo/Co-op,Flushing,3.0,2.0,Franconia Village,1350.0,,1955.0,535.0,,40.7528998,-73.82026440000001,Franconia Village,No
NY_10803,Condo/Co-op,Bronx,1.0,1.0,Bronx,750.0,,1956.0,1094.0,,40.9048823,-73.9051113,Bronx,No
NY_4404,Condo/Co-op,E. Elmhurst,1.0,1.0,Garden Bay,677.0,,1939.0,407.0,512.0,40.7676963,-73.8921156,Garden Bay,wood floor
NY_415,Single Family Residential,Staten Island,3.0,2.0,Annandale,1560.0,1135.0,1995.0,208.0,,40.562879,-74.1825621,Annandale,No
NY_3567,Single Family Residential,St. Albans,4.0,3.0,St. Albans,1408.0,3000.0,1930.0,880.0,,40.699518,-73.76579699999998,St. Albans,No
NY_10220,Single Family Residential,Staten Island,2.0,2.0,Great Kills,1060.0,900.0,1990.0,22.0,45.0,40.5537926,-74.1451448,Great Kills,No
NY_5976,Multi-Family (2-4 Unit),Rosedale,4.0,2.0,Rosedale,1600.0,4440.0,1950.0,645.0,,40.65635,-73.744128,Rosedale,wood floor
NY_3259,Single Family Residential,Belle Harbor,5.0,4.0,Belle Harbor,3100.0,4967.0,1960.0,950.0,,40.5762081,-73.8597098,Belle Harbor,No
NY_751,Single Family Residential,Staten Island,3.0,2.0,South Beach,1200.0,2000.0,2015.0,1031.0,,40.580774100000006,-74.0814285,South Beach,No
NY_7241,Condo/Co-op,Brooklyn,2.0,2.0,Bay Ridge,1100.0,,1983.0,271.0,,40.6124988,-74.0357658,Bay Ridge,wood floor
NY_10223,Single Family Residential,Staten Island,3.0,4.0,Great Kills,1650.0,2375.0,2007.0,4.0,,40.5523058,-74.1408316,Great Kills,No
NY_2419,Condo/Co-op,Flushing,2.0,2.0,Village Mall,1002.0,,1973.0,1027.0,,40.7192831,-73.8110988,Village Mall,wood floor
NY_4280,Single Family Residential,Bronx,2.0,1.0,Bronx,1056.0,2761.0,1925.0,1034.0,,40.8914809,-73.830339,Bronx,hardwood floor
NY_4448,Single Family Residential,E. Elmhurst,3.0,2.0,E. Elmhurst,1225.0,1800.0,1955.0,481.0,,40.769192,-73.890393,E. Elmhurst,wood floor
NY_1931,Townhouse,Staten Island,4.0,3.0,Tottenville,3879.0,5127.0,2012.0,194.0,,40.5019553,-74.24803440000002,Tottenville,No
NY_10998,Condo/Co-op,Forest Hills,2.0,1.0,Willow Glen,850.0,,1955.0,822.0,,40.7198562,-73.8357747,Willow Glen,wood floor
NY_3582,Townhouse,St. Albans,3.0,2.0,St. Albans,1280.0,1999.0,1935.0,1044.0,,40.698033,-73.75449990000001,St. Albans,wood floor
NY_2970,Multi-Family (2-4 Unit),Ozone Park,3.0,2.5,Ozone Park,2127.0,2073.0,1950.0,98.0,,40.672497,-73.807723,Ozone Park,wood floor
NY_324,Multi-Family (2-4 Unit),Bronx,8.0,5.0,Bronx,3120.0,2199.0,2004.0,444.0,,40.8141,-73.89896999999998,Bronx,No
NY_4042,Single Family Residential,Bronx,3.0,1.5,Bronx,1900.0,1899.0,1940.0,424.0,,40.8734528,-73.8508427,,No
NY_9597,Single Family Residential,Bronx,3.0,2.0,Bronx,1109.0,5035.0,1910.0,633.0,,40.831625,-73.83200459999998,Bronx,hardwood floor
NY_5278,Single Family Residential,Staten Island,4.0,1.0,Westerleigh,1450.0,6000.0,1953.0,536.0,,40.6233572,-74.1298455,Westerleigh,No
NY_2570,Single Family Residential,Elmhurst,3.0,2.0,Elmhurst,1312.0,3060.0,1930.0,25.0,,40.737712,-73.869605,Elmhurst,No
NY_321,Multi-Family (2-4 Unit),Bronx,5.0,3.0,Bronx,2340.0,3497.0,1990.0,183.0,,40.813654,-73.90292099999998,Bronx,No
NY_9647,Multi-Family (2-4 Unit),Bronx,0.0,,Bronx,1656.0,,1930.0,270.0,,40.8306851,-73.8227687,Bronx,No
NY_3792,Condo/Co-op,Flushing,2.0,2.0,East West Tower,818.0,,2017.0,585.0,,40.76259520000001,-73.82596290000002,East West Tower,No
NY_346,Multi-Family (2-4 Unit),Bronx,7.0,4.0,Bronx,3337.0,1881.0,1901.0,758.0,,40.8171711,-73.9034075,Bronx,No
NY_8865,Multi-Family (2-4 Unit),Bronx,7.0,3.0,Bronx,2764.0,1968.0,1974.0,400.0,,40.8198859,-73.818117,Bronx,No
NY_9525,Single Family Residential,Richmond Hill N.,5.0,2.5,Parklane South,620.0,2905.0,1920.0,703.0,,40.6984459,-73.842437,Parklane South,wood floor
NY_10320,Condo/Co-op,Staten Island,1.0,1.0,New Springville,680.0,680.0,1980.0,381.0,342.0,40.594683,-74.160201,New Springville,No
NY_3443,Single Family Residential,Whitestone,3.0,1.0,Whitestone,1100.0,4000.0,1950.0,1023.0,,40.776133,-73.80774699999998,Whitestone,wood floor
NY_1285,Condo/Co-op,Bronx,1.0,1.0,Bronx,866.0,,1931.0,604.0,,40.8890553,-73.9033819,Bronx,No
NY_4742,Condo/Co-op,Floral Park,1.0,1.5,North Shore Towers,1200.0,,1975.0,199.0,,40.757181,-73.714414,North Shore Towers,wood floor
NY_9095,Single Family Residential,Staten Island,3.0,2.0,Port Richmond,1225.0,4000.0,1935.0,986.0,,40.6322055,-74.1430463,Port Richmond,No
NY_7419,Multi-Family (2-4 Unit),Bronx,8.0,3.0,Bronx,2782.0,2718.0,2001.0,716.0,,40.8781794,-73.8621333,Bronx,No
NY_3636,Multi-Family (2-4 Unit),Brooklyn,3.0,3.0,Brooklyn,1472.0,2500.0,1925.0,485.0,,40.6261647,-73.9366145,Brooklyn,wood floor
NY_6760,Single Family Residential,Bronx,2.0,2.0,Bronx,861.0,1441.0,2007.0,723.0,,40.851142,-73.787615,Bronx,No
NY_4333,Multi-Family (2-4 Unit),Bronx,7.0,3.0,Bronx,2860.0,,1950.0,45.0,,40.889699,-73.857876,Bronx,No
NY_9871,Single Family Residential,Bronx,2.0,1.25,Bronx,1300.0,1324.0,1955.0,768.0,,40.842635,-73.82911700000002,Bronx,No
NY_6145,Townhouse,Maspeth,3.0,1.0,Maspeth,1172.0,1700.0,1930.0,456.0,,40.721967,-73.8903,Maspeth,wood floor
NY_8800,Single Family Residential,Bronx,3.0,1.5,Bronx,1944.0,2199.0,1961.0,575.0,,40.8192956,-73.80656440000001,Bronx,hardwood floor
NY_3149,Townhouse,Staten Island,3.0,2.0,Stapleton,1000.0,2082.0,2005.0,691.0,,40.619861,-74.0785358,Stapleton,No
NY_6215,Multi-Family (2-4 Unit),Bronx,4.0,2.0,Bronx,2640.0,2090.0,1995.0,961.0,,40.8470328,-73.8912722,Bronx,No
NY_4180,Multi-Family (2-4 Unit),Bronx,7.0,4.0,Bronx,4184.0,2060.0,1996.0,919.0,,40.8782715,-73.84232309999999,,No
NY_1893,Single Family Residential,Staten Island,3.0,2.0,Tottenville,1428.0,9800.0,1920.0,1027.0,,40.5096534,-74.2358268,Tottenville,No
NY_9694,Single Family Residential,Bronx,4.0,2.0,Bronx,1280.0,,1920.0,87.0,,40.8198033,-73.8169444,Bronx,No
NY_1322,Condo/Co-op,Bronx,0.0,1.0,Bronx,500.0,,1939.0,814.0,,40.8867601,-73.90525629999998,Bronx,No
NY_8436,Townhouse,College Point,2.0,1.0,College Point,960.0,1800.0,1950.0,542.0,,40.7875339,-73.8506606,College Point,wood floor
NY_4722,Condo/Co-op,Brooklyn,3.0,2.0,Bensonhurst,820.0,4000.0,2008.0,176.0,,40.6162844,-73.9941825,Bensonhurst,No
NY_6279,Multi-Family (2-4 Unit),Jamaica,6.0,5.0,Jamaica,2400.0,4000.0,2016.0,1094.0,,40.672994,-73.778363,Jamaica,wood floor
NY_2752,Condo/Co-op,Jackson Heights,1.0,1.0,Southview Owners Corp.,720.0,,1956.0,681.0,,40.7528037,-73.876822,Southview Owners Corp.,wood floor
NY_7274,Condo/Co-op,Bronx,1.0,1.0,Bronx,650.0,,1927.0,1079.0,,40.8306309,-73.9281289,Bronx,No
NY_2612,Multi-Family (2-4 Unit),Corona,5.0,5.0,Corona,1592.0,2060.0,1910.0,866.0,,40.756908,-73.86475899999998,Corona,No
NY_11141,Single Family Residential,Flushing,3.0,2.5,Flushing,1888.0,4000.0,1950.0,186.0,,40.767144,-73.80146490000001,,
NY_9564,Condo/Co-op,Richmond Hill,1.0,1.0,86-10 Owners Corp,700.0,,1928.0,534.0,,40.697862,-73.83994100000002,86-10 Owners Corp,wood floor
NY_8993,Multi-Family (2-4 Unit),Bronx,6.0,2.0,Bronx,2750.0,4055.0,1965.0,452.0,,40.896108,-73.875382,Bronx,No
NY_3644,Multi-Family (2-4 Unit),Brooklyn,3.0,2.0,Brooklyn,1545.0,2000.0,1925.0,326.0,,40.6326441,-73.9439843,Brooklyn,wood floor
NY_3614,Single Family Residential,St. Albans,4.0,2.0,St. Albans,4000.0,4000.0,1950.0,606.0,,40.690101,-73.753676,St. Albans,wood floor
NY_7456,Multi-Family (2-4 Unit),Bronx,4.0,2.0,Bronx,1596.0,5170.0,1930.0,323.0,,40.8704811,-73.86880620000002,Bronx,No
NY_3327,Condo/Co-op,Whitestone,2.0,1.0,Clearview Garden,880.0,,1950.0,554.0,,40.7823481,-73.79318020000002,Clearview Garden,wood floor
NY_3883,Single Family Residential,Flushing,3.0,3.0,Flushing,1642.0,3232.0,1925.0,100.0,,40.769372,-73.808701,Flushing,wood floor
NY_2222,Multi-Family (2-4 Unit),Brooklyn,5.0,4.5,Brooklyn,3000.0,2000.0,1899.0,621.0,,40.6822901,-73.9246313,Brooklyn,wood floor
NY_7832,Single Family Residential,Staten Island,3.0,2.0,Mariners Harbor,1272.0,3876.0,1925.0,634.0,,40.6307359,-74.1521521,Mariners Harbor,No
NY_611,Single Family Residential,Broad Channel,2.0,1.5,Broad Channel,1360.0,2925.0,2016.0,460.0,,40.605683,-73.8202589,Broad Channel,wood floor
NY_5820,Condo/Co-op,Bronx,2.0,1.0,Bronx,950.0,,1963.0,425.0,,40.8535103,-73.8650043,Bronx,No
NY_4561,Condo/Co-op,Bellerose,1.0,1.0,Belleros,590.0,,1950.0,549.0,,40.7519053,-73.7229719,Belleros,No
NY_7112,Multi-Family (2-4 Unit),Bronx,7.0,2.0,Bronx,3080.0,2500.0,1935.0,717.0,,40.8151768,-73.8641087,Bronx,No
NY_4199,Multi-Family (2-4 Unit),Bronx,6.0,3.0,Bronx,2352.0,2500.0,1935.0,575.0,,40.871572,-73.846232,,No
NY_8354,Townhouse,College Point,3.0,1.5,College Point,1184.0,1600.0,1960.0,628.0,,40.78774,-73.843539,College Point,No
NY_4867,Single Family Residential,Staten Island,4.0,4.0,Grant City,1656.0,3380.0,1975.0,472.0,,40.5778899,-74.0955718,Grant City,No
NY_927,Single Family Residential,Bronx,6.0,3.0,Bronx,2600.0,1838.0,1910.0,275.0,,40.8336728,-73.8975325,Bronx,No
NY_3859,Single Family Residential,Flushing,2.0,2.0,Flushing,800.0,2840.0,1910.0,53.0,,40.7749036,-73.8433996,Flushing,wood floor
NY_4416,Condo/Co-op,E. Elmhurst,2.0,1.0,Barclay Garden,747.0,,1940.0,990.0,426.0,40.7673626,-73.8905864,Barclay Garden,wood floor
NY_7564,Single Family Residential,Hollis Hills,4.0,3.0,Oakland Gardens,2500.0,6490.0,1955.0,137.0,,40.734488,-73.75269499999997,Oakland Gardens,wood floor
NY_10747,Single Family Residential,Bronx,3.0,2.5,Riverdale,1232.0,8058.0,1930.0,22.0,,40.9045856,-73.89760849999998,Riverdale,hardwood floor
NY_45,Single Family Residential,Bayside,4.0,2.5,Weeks Woodland,3960.0,3960.0,1960.0,162.0,,40.775391,-73.76809399999998,Weeks Woodland,wood floor
NY_2450,Single Family Residential,Queens Village,3.0,2.5,Queens Village,1264.0,3750.0,1930.0,178.0,,40.7141261,-73.74388990000001,Queens Village,wood floor
NY_10349,Single Family Residential,Staten Island,2.0,3.0,Westerleigh,1288.0,6000.0,1901.0,222.0,,40.6170029,-74.1361306,Westerleigh,No
NY_1127,Single Family Residential,Staten Island,4.0,5.0,Grymes Hill,4000.0,30268.0,1905.0,141.0,,40.62631939999999,-74.0906619,Grymes Hill,No
NY_8041,Single Family Residential,Staten Island,2.0,2.0,Mariners Harbor,1080.0,1800.0,1986.0,725.0,,40.637202,-74.170389,Mariners Harbor,No
NY_10904,Single Family Residential,Bronx,4.0,3.0,Riverdale,1500.0,10650.0,1952.0,829.0,,40.8971578,-73.90482540000002,Riverdale,hardwood floor
NY_2702,Condo/Co-op,Jackson Heights,2.0,1.0,Historic District,1100.0,,1921.0,652.0,,40.7513999,-73.88839,Historic District,wood floor
NY_2816,Single Family Residential,Brooklyn,3.0,2.0,Dyker Heights,1521.0,2000.0,1925.0,894.0,,40.620654,-74.01528,Dyker Heights,No
NY_8558,Multi-Family (2-4 Unit),Woodhaven,4.0,2.0,Woodhaven,1781.0,1820.0,1940.0,120.0,,40.683661,-73.865791,Woodhaven,No
NY_429,Single Family Residential,Staten Island,3.0,4.0,Eltingville,1560.0,2552.0,2016.0,955.0,,40.5572124,-74.16882659999997,Eltingville,No
NY_8303,Multi-Family (2-4 Unit),Bayside,8.0,3.0,Bayside,3200.0,5000.0,1928.0,533.0,,40.769343,-73.773092,Bayside,wood floor
NY_8433,Single Family Residential,College Point,4.0,2.5,College Point,1505.0,3483.0,1950.0,568.0,,40.790762,-73.8512363,College Point,wood floor
NY_10737,Single Family Residential,Bronx,5.0,2.5,Riverdale,2014.0,5728.0,1930.0,360.0,,40.9098419,-73.9002732,Riverdale,No
NY_9736,Single Family Residential,Bronx,3.0,2.0,Bronx,2500.0,2500.0,1920.0,998.0,,40.8465556,-73.85260500000003,Bronx,hardwood floor
NY_7898,Single Family Residential,Staten Island,3.0,2.0,Mariners Harbor,1302.0,1260.0,2005.0,992.0,,40.6349916,-74.1525585,Mariners Harbor,No
NY_5759,Single Family Residential,Ozone Park,3.0,1.0,Ozone Park,1437.0,2817.0,1930.0,1054.0,,40.6756529,-73.838449,Ozone Park,wood floor
NY_4911,Townhouse,Staten Island,4.0,1.0,Oakwood,1958.0,4000.0,1965.0,535.0,,40.5624453,-74.1320017,Oakwood,No
NY_1192,Single Family Residential,Ozone Park,3.0,2.0,Queens,1224.0,2500.0,1925.0,508.0,,40.68468,-73.85369,Queens,wood floor
NY_2600,Multi-Family (2-4 Unit),Corona,7.0,3.0,Corona,2620.0,1634.0,1968.0,747.0,,40.753133,-73.864078,Corona,No
NY_10456,Single Family Residential,Staten Island,4.0,4.0,New Springville,3300.0,2470.0,1982.0,898.0,,40.5872297,-74.1617162,New Springville,No
NY_9256,Townhouse,Staten Island,4.0,3.0,Port Richmond,2065.0,3712.0,2017.0,564.0,35.0,40.6392073,-74.14060429999998,Port Richmond,No
NY_2605,Condo/Co-op,Corona,2.0,1.0,Sherwood Village,960.0,,1960.0,894.0,,40.7369504,-73.85902840000001,Sherwood Village,wood floor
NY_4664,Condo/Co-op,Bronx,1.0,1.0,Bronx,739.0,,1965.0,374.0,,40.8800687,-73.8364386,Bronx,No
NY_10355,Single Family Residential,Staten Island,2.0,1.0,Westerleigh,848.0,3000.0,1930.0,54.0,,40.6162223,-74.1366352,Westerleigh,No
NY_11109,Condo/Co-op,Flushing,1.0,1.0,Bayside West Condo,811.0,,1940.0,337.0,411.0,40.7621884,-73.7919399,,
NY_10606,Condo/Co-op,Little Neck,3.0,1.0,Deepdale Gardens,960.0,,1950.0,558.0,,40.7551524,-73.7278257,Deepdale Gardens,No
NY_7100,Single Family Residential,Bronx,3.0,2.0,Bronx,1550.0,3001.0,1930.0,1089.0,,40.824039,-73.84738440000002,Bronx,No
NY_2363,Condo/Co-op,Flushing,1.0,1.0,Georgetown Mews,750.0,,1955.0,122.0,,40.731072,-73.817136,Georgetown Mews,wood floor
NY_7145,Condo/Co-op,Bronx,1.0,1.0,Bronx,822.0,,1939.0,858.0,,40.8683635,-73.8832079,Bronx,No
NY_162,Single Family Residential,Fresh Meadows,4.0,2.5,Fresh Meadows,1472.0,4000.0,1950.0,880.0,,40.725935,-73.795643,Fresh Meadows,wood floor
NY_6356,Condo/Co-op,Briarwood,1.0,1.0,Green Briar,675.0,,1967.0,1072.0,,40.7097331,-73.81882940000001,Green Briar,No
NY_720,Single Family Residential,Staten Island,3.0,3.0,South Beach,1408.0,2138.0,1997.0,19.0,,40.5883639,-74.07653959999998,South Beach,No
NY_9533,Single Family Residential,Richmond Hill,4.0,1.5,Richmond Hill,2681.0,5000.0,1920.0,578.0,,40.6973259,-73.834097,Richmond Hill,wood floor
NY_4327,Single Family Residential,Bronx,3.0,2.0,Bronx,1586.0,,1955.0,970.0,,40.892724,-73.856881,Bronx,No
NY_7308,Multi-Family (2-4 Unit),Bronx,9.0,3.0,Bronx,2949.0,1576.0,2004.0,331.0,,40.8418141,-73.9263469,Bronx,No
NY_2674,Condo/Co-op,Jackson Heights,1.0,1.0,Gardens 75th St,725.0,,1950.0,905.0,,40.7495446,-73.89162040000002,Gardens 75th St,wood floor
NY_9942,Multi-Family (2-4 Unit),Brooklyn,7.0,4.0,East Flatbush,3600.0,3000.0,1930.0,130.0,,40.6549301,-73.9188078,East Flatbush,No
NY_10179,Single Family Residential,Staten Island,3.0,3.0,Great Kills,1432.0,4950.0,1899.0,925.0,,40.5488961,-74.1503058,Great Kills,No
NY_3111,Single Family Residential,Staten Island,2.0,3.0,Grasmere,1120.0,2200.0,1992.0,93.0,,40.604984,-74.090188,Grasmere,No
NY_6206,Single Family Residential,Bronx,3.0,2.0,Bronx,1364.0,2700.0,1985.0,285.0,,40.8520568,-73.8905014,Bronx,No
NY_499,Single Family Residential,Staten Island,2.0,2.0,Arden Heights,1440.0,1280.0,1970.0,565.0,68.0,40.5559393,-74.1990849,Arden Heights,No
NY_4316,Multi-Family (2-4 Unit),Bronx,7.0,3.0,Bronx,3392.0,4748.0,1925.0,848.0,,40.8811284,-73.8410104,Bronx,No
NY_1660,Townhouse,Astoria,4.0,1.5,Ditmars Blvd-Steinway St,1900.0,2000.0,1940.0,858.0,,40.7743242,-73.9066473,Ditmars Blvd-Steinway St,wood floor
NY_3822,Single Family Residential,Flushing,4.0,2.0,Flushing,1140.0,3800.0,1950.0,199.0,,40.773345,-73.805545,Flushing,wood floor
NY_6488,Single Family Residential,Bronx,4.0,3.5,Bronx,2520.0,1999.0,1987.0,85.0,,40.818211,-73.894736,Bronx,No
NY_4166,Multi-Family (2-4 Unit),Bronx,6.0,3.0,Bronx,2946.0,5000.0,1925.0,963.0,,40.8723612,-73.8582052,,No
NY_10548,Single Family Residential,Douglaston,4.0,3.0,Douglaston,2100.0,5000.0,1965.0,304.0,,40.768187,-73.75103100000003,Douglaston,wood floor
NY_9309,Condo/Co-op,Kew Gardens,2.0,1.0,Kew Gardens,1100.0,,1950.0,940.0,,40.70500670000001,-73.8239907,Kew Gardens,wood floor
NY_5874,Condo/Co-op,Bronx,1.0,1.0,Bronx,750.0,,1941.0,1052.0,,40.8560699,-73.8688751,Bronx,No
NY_5895,Multi-Family (2-4 Unit),Bronx,3.0,3.0,Bronx,1826.0,2500.0,1932.0,869.0,,40.84499,-73.856382,Bronx,No
NY_11001,Condo/Co-op,Forest Hills,2.0,1.0,The Rockingham,1200.0,,1939.0,667.0,,40.7171699,-73.83495,The Rockingham,wood floor
NY_10081,Single Family Residential,Staten Island,6.0,2.0,Great Kills,2112.0,4407.0,1962.0,824.0,,40.5495533,-74.14035109999998,Great Kills,No
NY_2430,Condo/Co-op,New York,1.0,1.0,New York,625.0,,1917.0,788.0,,40.79230070000001,-73.96441829999998,New York,No
NY_1609,Single Family Residential,Arverne,3.0,1.5,Arverne,1680.0,2500.0,1960.0,316.0,,40.597217,-73.79614699999998,Arverne,No
NY_1095,Single Family Residential,Staten Island,3.0,3.0,Silver Lake,1200.0,3550.0,1899.0,1038.0,,40.6299709,-74.1026495,Silver Lake,No
NY_7989,Condo/Co-op,Staten Island,3.0,2.0,Graniteville,1000.0,800.0,1985.0,359.0,293.0,40.622382,-74.16549499999998,Graniteville,No
NY_10898,Condo/Co-op,Bronx,1.0,1.0,Bronx,750.0,,1969.0,501.0,,40.906533,-73.896867,Bronx,No
NY_3529,Multi-Family (2-4 Unit),Bronx,7.0,2.0,Bronx,3230.0,2500.0,1910.0,199.0,,40.855419,-73.914728,Bronx,No
NY_4260,Multi-Family (2-4 Unit),Bronx,8.0,6.0,Bronx,4450.0,5118.0,2007.0,617.0,,40.89484760000001,-73.8457214,Bronx,No
NY_6276,Multi-Family (2-4 Unit),Jamaica,5.0,2.0,Jamaica,2050.0,4000.0,1960.0,1002.0,,40.685916,-73.78741,Jamaica,wood floor
NY_10056,Condo/Co-op,Staten Island,2.0,1.0,Eltingville,905.0,905.0,1974.0,453.0,376.0,40.5565172,-74.1627222,Eltingville,No
NY_3755,Condo/Co-op,Flushing,1.0,1.0,Tower East,690.0,23438.0,1988.0,948.0,502.0,40.7658054,-73.81987290000002,Tower East,wood floor
NY_6699,Single Family Residential,Bronx,3.0,2.5,Bronx,1336.0,1759.0,1925.0,10.0,,40.8412484,-73.7850394,Bronx,hardwood floor
NY_8305,Single Family Residential,Bayside,4.0,1.5,Bayside,1600.0,4000.0,1915.0,267.0,,40.7662679,-73.775726,Bayside,wood floor
NY_10497,Condo/Co-op,Little Neck,1.0,1.0,Little Neck Near Lirr,800.0,,1941.0,638.0,,40.7730823,-73.741096,Little Neck Near Lirr,wood floor
NY_3585,Townhouse,St. Albans,3.0,2.0,St. Albans,1360.0,2200.0,1940.0,407.0,,40.704918,-73.751109,St. Albans,wood floor
NY_4921,Townhouse,Staten Island,3.0,4.0,Oakwood - New Dorp Heights,1824.0,3970.0,2000.0,513.0,,40.575501,-74.124087,Oakwood - New Dorp Heights,No
NY_153,Single Family Residential,Fresh Meadows,3.0,2.5,Utopia,1576.0,4000.0,1950.0,554.0,,40.729974,-73.783252,Utopia,wood floor
NY_4197,Single Family Residential,Bronx,3.0,1.5,Bronx,1116.0,1724.0,1955.0,1093.0,,40.8734084,-73.8358298,,No
NY_3448,Condo/Co-op,Beechhurst,3.0,1.0,Le Havre,1144.0,,1953.0,544.0,,40.792163,-73.799266,Le Havre,No
NY_7059,Condo/Co-op,Bronx,2.0,1.5,Bronx,1061.0,,1989.0,628.0,238.0,40.80625300000001,-73.854167,Bronx,No
